date,day_of_week,month,bus_riders,resident_students,lunch_meals,dinner_meals,bus_riders_1days_ago,lunch_meals_1days_ago,dinner_meals_1days_ago,bus_riders_2days_ago,lunch_meals_2days_ago,dinner_meals_2days_ago,bus_riders_3days_ago,lunch_meals_3days_ago,dinner_meals_3days_ago
2023-02-03,4,2,662,210,573,143,784.0,681.0,182.0,773.0,661.0,229.0,839.0,708.0,211.0
2023-02-05,6,2,855,267,779,207,662.0,573.0,143.0,784.0,681.0,182.0,773.0,661.0,229.0
2023-02-06,0,2,966,275,926,201,855.0,779.0,207.0,662.0,573.0,143.0,784.0,681.0,182.0
2023-02-07,1,2,817,223,711,198,966.0,926.0,201.0,855.0,779.0,207.0,662.0,573.0,143.0
2023-02-08,2,2,809,237,752,180,817.0,711.0,198.0,966.0,926.0,201.0,855.0,779.0,207.0
2023-02-09,3,2,743,202,604,158,809.0,752.0,180.0,817.0,711.0,198.0,966.0,926.0,201.0
2023-02-10,4,2,701,183,551,132,743.0,604.0,158.0,809.0,752.0,180.0,817.0,711.0,198.0
2023-02-12,6,2,927,283,804,207,701.0,551.0,132.0,743.0,604.0,158.0,809.0,752.0,180.0
2023-02-13,0,2,834,246,718,173,927.0,804.0,207.0,701.0,551.0,132.0,743.0,604.0,158.0
2023-02-14,1,2,816,235,764,199,834.0,718.0,173.0,927.0,804.0,207.0,701.0,551.0,132.0
2023-02-15,2,2,790,194,679,159,816.0,764.0,199.0,834.0,718.0,173.0,927.0,804.0,207.0
2023-02-16,3,2,824,271,789,200,790.0,679.0,159.0,816.0,764.0,199.0,834.0,718.0,173.0
2023-02-17,4,2,708,209,574,147,824.0,789.0,200.0,790.0,679.0,159.0,816.0,764.0,199.0
2023-02-19,6,2,847,255,859,184,708.0,574.0,147.0,824.0,789.0,200.0,790.0,679.0,159.0
2023-02-20,0,2,796,220,699,173,847.0,859.0,184.0,708.0,574.0,147.0,824.0,789.0,200.0
2023-02-21,1,2,723,212,630,176,796.0,699.0,173.0,847.0,859.0,184.0,708.0,574.0,147.0
2023-02-22,2,2,766,247,638,195,723.0,630.0,176.0,796.0,699.0,173.0,847.0,859.0,184.0
2023-02-23,3,2,793,235,652,179,766.0,638.0,195.0,723.0,630.0,176.0,796.0,699.0,173.0
2023-02-24,4,2,724,195,600,148,793.0,652.0,179.0,766.0,638.0,195.0,723.0,630.0,176.0
2023-02-26,6,2,821,249,761,161,724.0,600.0,148.0,793.0,652.0,179.0,766.0,638.0,195.0
2023-02-27,0,2,825,272,716,189,821.0,761.0,161.0,724.0,600.0,148.0,793.0,652.0,179.0
2023-02-28,1,2,805,246,715,201,825.0,716.0,189.0,821.0,761.0,161.0,724.0,600.0,148.0
2023-03-01,2,3,778,250,694,189,805.0,715.0,201.0,825.0,716.0,189.0,821.0,761.0,161.0
2023-03-02,3,3,820,250,683,215,778.0,694.0,189.0,805.0,715.0,201.0,825.0,716.0,189.0
2023-03-03,4,3,738,209,613,164,820.0,683.0,215.0,778.0,694.0,189.0,805.0,715.0,201.0
2023-03-05,6,3,820,244,708,161,738.0,613.0,164.0,820.0,683.0,215.0,778.0,694.0,189.0
2023-03-06,0,3,821,264,779,216,820.0,708.0,161.0,738.0,613.0,164.0,820.0,683.0,215.0
2023-03-07,1,3,891,257,762,225,821.0,779.0,216.0,820.0,708.0,161.0,738.0,613.0,164.0
2023-03-08,2,3,794,208,789,177,891.0,762.0,225.0,821.0,779.0,216.0,820.0,708.0,161.0
2023-03-09,3,3,822,228,698,178,794.0,789.0,177.0,891.0,762.0,225.0,821.0,779.0,216.0
2023-03-10,4,3,814,236,698,177,822.0,698.0,178.0,794.0,789.0,177.0,891.0,762.0,225.0
2023-03-12,6,3,863,247,811,178,814.0,698.0,177.0,822.0,698.0,178.0,794.0,789.0,177.0
2023-03-13,0,3,802,227,783,166,863.0,811.0,178.0,814.0,698.0,177.0,822.0,698.0,178.0
2023-03-14,1,3,782,221,684,178,802.0,783.0,166.0,863.0,811.0,178.0,814.0,698.0,177.0
2023-03-15,2,3,757,266,630,213,782.0,684.0,178.0,802.0,783.0,166.0,863.0,811.0,178.0
2023-03-16,3,3,956,274,790,224,757.0,630.0,213.0,782.0,684.0,178.0,802.0,783.0,166.0
2023-03-17,4,3,819,251,685,161,956.0,790.0,224.0,757.0,630.0,213.0,782.0,684.0,178.0
2023-03-19,6,3,822,243,722,172,819.0,685.0,161.0,956.0,790.0,224.0,757.0,630.0,213.0
2023-03-20,0,3,961,286,823,222,822.0,722.0,172.0,819.0,685.0,161.0,956.0,790.0,224.0
2023-03-21,1,3,809,240,692,215,961.0,823.0,222.0,822.0,722.0,172.0,819.0,685.0,161.0
2023-03-22,2,3,839,226,722,205,809.0,692.0,215.0,961.0,823.0,222.0,822.0,722.0,172.0
2023-03-23,3,3,845,252,692,229,839.0,722.0,205.0,809.0,692.0,215.0,961.0,823.0,222.0
2023-03-24,4,3,824,241,662,199,845.0,692.0,229.0,839.0,722.0,205.0,809.0,692.0,215.0
2023-03-26,6,3,813,247,694,170,824.0,662.0,199.0,845.0,692.0,229.0,839.0,722.0,205.0
2023-03-27,0,3,799,254,773,179,813.0,694.0,170.0,824.0,662.0,199.0,845.0,692.0,229.0
2023-03-28,1,3,727,203,620,171,799.0,773.0,179.0,813.0,694.0,170.0,824.0,662.0,199.0
2023-03-29,2,3,756,227,640,195,727.0,620.0,171.0,799.0,773.0,179.0,813.0,694.0,170.0
2023-03-30,3,3,802,259,663,209,756.0,640.0,195.0,727.0,620.0,171.0,799.0,773.0,179.0
2023-03-31,4,3,694,224,557,155,802.0,663.0,209.0,756.0,640.0,195.0,727.0,620.0,171.0
2023-04-02,6,4,845,260,765,196,694.0,557.0,155.0,802.0,663.0,209.0,756.0,640.0,195.0
2023-04-03,0,4,897,262,815,181,845.0,765.0,196.0,694.0,557.0,155.0,802.0,663.0,209.0
2023-04-04,1,4,845,230,688,193,897.0,815.0,181.0,845.0,765.0,196.0,694.0,557.0,155.0
2023-04-05,2,4,767,260,715,244,845.0,688.0,193.0,897.0,815.0,181.0,845.0,765.0,196.0
2023-04-06,3,4,711,206,636,157,767.0,715.0,244.0,845.0,688.0,193.0,897.0,815.0,181.0
2023-04-07,4,4,861,251,683,194,711.0,636.0,157.0,767.0,715.0,244.0,845.0,688.0,193.0
2023-04-09,6,4,859,261,758,171,861.0,683.0,194.0,711.0,636.0,157.0,767.0,715.0,244.0
2023-04-10,0,4,916,247,833,190,859.0,758.0,171.0,861.0,683.0,194.0,711.0,636.0,157.0
2023-04-11,1,4,810,232,690,217,916.0,833.0,190.0,859.0,758.0,171.0,861.0,683.0,194.0
2023-04-12,2,4,805,242,707,216,810.0,690.0,217.0,916.0,833.0,190.0,859.0,758.0,171.0
2023-04-13,3,4,773,249,629,193,805.0,707.0,216.0,810.0,690.0,217.0,916.0,833.0,190.0
2023-04-14,4,4,753,251,678,197,773.0,629.0,193.0,805.0,707.0,216.0,810.0,690.0,217.0
2023-04-16,6,4,835,273,683,203,753.0,678.0,197.0,773.0,629.0,193.0,805.0,707.0,216.0
2023-04-17,0,4,841,227,722,164,835.0,683.0,203.0,753.0,678.0,197.0,773.0,629.0,193.0
2023-04-18,1,4,768,237,630,202,841.0,722.0,164.0,835.0,683.0,203.0,753.0,678.0,197.0
2023-04-19,2,4,829,265,724,223,768.0,630.0,202.0,841.0,722.0,164.0,835.0,683.0,203.0
2023-04-20,3,4,768,220,629,190,829.0,724.0,223.0,768.0,630.0,202.0,841.0,722.0,164.0
2023-04-21,4,4,762,258,596,196,768.0,629.0,190.0,829.0,724.0,223.0,768.0,630.0,202.0
2023-04-23,6,4,864,264,754,181,762.0,596.0,196.0,768.0,629.0,190.0,829.0,724.0,223.0
2023-04-24,0,4,849,277,705,196,864.0,754.0,181.0,762.0,596.0,196.0,768.0,629.0,190.0
2023-04-25,1,4,827,262,672,232,849.0,705.0,196.0,864.0,754.0,181.0,762.0,596.0,196.0
2023-04-26,2,4,760,254,690,238,827.0,672.0,232.0,849.0,705.0,196.0,864.0,754.0,181.0
2023-04-27,3,4,857,240,884,200,760.0,690.0,238.0,827.0,672.0,232.0,849.0,705.0,196.0
2023-04-28,4,4,775,239,644,174,857.0,884.0,200.0,760.0,690.0,238.0,827.0,672.0,232.0
2023-04-30,6,4,861,250,767,180,775.0,644.0,174.0,857.0,884.0,200.0,760.0,690.0,238.0
2023-05-02,1,5,768,236,632,220,861.0,767.0,180.0,775.0,644.0,174.0,857.0,884.0,200.0
2023-05-03,2,5,855,270,694,243,768.0,632.0,220.0,861.0,767.0,180.0,775.0,644.0,174.0
2023-05-04,3,5,755,233,613,176,855.0,694.0,243.0,768.0,632.0,220.0,861.0,767.0,180.0
2023-05-05,4,5,773,226,595,170,755.0,613.0,176.0,855.0,694.0,243.0,768.0,632.0,220.0
2023-05-07,6,5,819,288,708,188,773.0,595.0,170.0,755.0,613.0,176.0,855.0,694.0,243.0
2023-05-08,0,5,873,255,733,198,819.0,708.0,188.0,773.0,595.0,170.0,755.0,613.0,176.0
2023-05-09,1,5,819,248,743,190,873.0,733.0,198.0,819.0,708.0,188.0,773.0,595.0,170.0
2023-05-10,2,5,783,254,692,203,819.0,743.0,190.0,873.0,733.0,198.0,819.0,708.0,188.0
2023-05-11,3,5,800,238,657,202,783.0,692.0,203.0,819.0,743.0,190.0,873.0,733.0,198.0
2023-05-12,4,5,845,279,656,227,800.0,657.0,202.0,783.0,692.0,203.0,819.0,743.0,190.0
2023-05-14,6,5,873,279,907,182,845.0,656.0,227.0,800.0,657.0,202.0,783.0,692.0,203.0
2023-05-15,0,5,907,263,776,176,873.0,907.0,182.0,845.0,656.0,227.0,800.0,657.0,202.0
2023-05-16,1,5,812,234,700,193,907.0,776.0,176.0,873.0,907.0,182.0,845.0,656.0,227.0
2023-05-17,2,5,826,233,768,194,812.0,700.0,193.0,907.0,776.0,176.0,873.0,907.0,182.0
2023-05-18,3,5,809,278,694,248,826.0,768.0,194.0,812.0,700.0,193.0,907.0,776.0,176.0
2023-05-19,4,5,832,238,708,176,809.0,694.0,248.0,826.0,768.0,194.0,812.0,700.0,193.0
2023-05-21,6,5,766,241,682,183,832.0,708.0,176.0,809.0,694.0,248.0,826.0,768.0,194.0
2023-05-22,0,5,800,235,756,169,766.0,682.0,183.0,832.0,708.0,176.0,809.0,694.0,248.0
2023-05-23,1,5,860,257,757,237,800.0,756.0,169.0,766.0,682.0,183.0,832.0,708.0,176.0
2023-05-24,2,5,730,221,624,181,860.0,757.0,237.0,800.0,756.0,169.0,766.0,682.0,183.0
2023-05-25,3,5,793,239,649,232,730.0,624.0,181.0,860.0,757.0,237.0,800.0,756.0,169.0
2023-05-26,4,5,884,271,703,204,793.0,649.0,232.0,730.0,624.0,181.0,860.0,757.0,237.0
2023-05-28,6,5,892,281,763,195,884.0,703.0,204.0,793.0,649.0,232.0,730.0,624.0,181.0
2023-05-29,0,5,865,267,736,176,892.0,763.0,195.0,884.0,703.0,204.0,793.0,649.0,232.0
2023-05-30,1,5,752,230,735,192,865.0,736.0,176.0,892.0,763.0,195.0,884.0,703.0,204.0
2023-05-31,2,5,687,206,582,177,752.0,735.0,192.0,865.0,736.0,176.0,892.0,763.0,195.0
2023-06-01,3,6,771,225,653,172,687.0,582.0,177.0,752.0,735.0,192.0,865.0,736.0,176.0
2023-06-02,4,6,726,203,565,144,771.0,653.0,172.0,687.0,582.0,177.0,752.0,735.0,192.0
2023-06-04,6,6,796,228,690,168,726.0,565.0,144.0,771.0,653.0,172.0,687.0,582.0,177.0
2023-06-05,0,6,914,255,831,194,796.0,690.0,168.0,726.0,565.0,144.0,771.0,653.0,172.0
2023-06-06,1,6,816,263,694,199,914.0,831.0,194.0,796.0,690.0,168.0,726.0,565.0,144.0
2023-06-07,2,6,782,229,658,199,816.0,694.0,199.0,914.0,831.0,194.0,796.0,690.0,168.0
2023-06-08,3,6,849,287,699,246,782.0,658.0,199.0,816.0,694.0,199.0,914.0,831.0,194.0
2023-06-09,4,6,788,219,669,168,849.0,699.0,246.0,782.0,658.0,199.0,816.0,694.0,199.0
2023-06-11,6,6,784,239,688,182,788.0,669.0,168.0,849.0,699.0,246.0,782.0,658.0,199.0
2023-06-12,0,6,807,236,727,170,784.0,688.0,182.0,788.0,669.0,168.0,849.0,699.0,246.0
2023-06-13,1,6,837,246,751,218,807.0,727.0,170.0,784.0,688.0,182.0,788.0,669.0,168.0
2023-06-14,2,6,820,245,797,198,837.0,751.0,218.0,807.0,727.0,170.0,784.0,688.0,182.0
2023-06-15,3,6,748,206,649,164,820.0,797.0,198.0,837.0,751.0,218.0,807.0,727.0,170.0
2023-06-16,4,6,809,240,674,186,748.0,649.0,164.0,820.0,797.0,198.0,837.0,751.0,218.0
2023-06-18,6,6,928,285,828,197,809.0,674.0,186.0,748.0,649.0,164.0,820.0,797.0,198.0
2023-06-19,0,6,780,232,655,179,928.0,828.0,197.0,809.0,674.0,186.0,748.0,649.0,164.0
2023-06-20,1,6,835,259,786,203,780.0,655.0,179.0,928.0,828.0,197.0,809.0,674.0,186.0
2023-06-21,2,6,779,223,681,195,835.0,786.0,203.0,780.0,655.0,179.0,928.0,828.0,197.0
2023-06-22,3,6,743,233,629,182,779.0,681.0,195.0,835.0,786.0,203.0,780.0,655.0,179.0
2023-06-23,4,6,799,214,627,162,743.0,629.0,182.0,779.0,681.0,195.0,835.0,786.0,203.0
2023-06-25,6,6,829,228,736,137,799.0,627.0,162.0,743.0,629.0,182.0,779.0,681.0,195.0
2023-06-26,0,6,785,211,708,169,829.0,736.0,137.0,799.0,627.0,162.0,743.0,629.0,182.0
2023-06-27,1,6,739,218,668,184,785.0,708.0,169.0,829.0,736.0,137.0,799.0,627.0,162.0
2023-06-28,2,6,766,233,619,189,739.0,668.0,184.0,785.0,708.0,169.0,829.0,736.0,137.0
2023-06-29,3,6,848,260,747,201,766.0,619.0,189.0,739.0,668.0,184.0,785.0,708.0,169.0
2023-06-30,4,6,814,229,664,199,848.0,747.0,201.0,766.0,619.0,189.0,739.0,668.0,184.0
2023-07-02,6,7,838,236,780,179,814.0,664.0,199.0,848.0,747.0,201.0,766.0,619.0,189.0
2023-07-03,0,7,874,248,755,210,838.0,780.0,179.0,814.0,664.0,199.0,848.0,747.0,201.0
2023-07-04,1,7,761,199,672,202,874.0,755.0,210.0,838.0,780.0,179.0,814.0,664.0,199.0
2023-07-06,3,7,780,221,655,173,761.0,672.0,202.0,874.0,755.0,210.0,838.0,780.0,179.0
2023-07-07,4,7,853,258,657,200,780.0,655.0,173.0,761.0,672.0,202.0,874.0,755.0,210.0
2023-07-10,0,7,819,249,718,174,853.0,657.0,200.0,780.0,655.0,173.0,761.0,672.0,202.0
2023-07-11,1,7,835,260,709,231,819.0,718.0,174.0,853.0,657.0,200.0,780.0,655.0,173.0
2023-07-12,2,7,780,279,686,236,835.0,709.0,231.0,819.0,718.0,174.0,853.0,657.0,200.0
2023-07-13,3,7,799,243,673,206,780.0,686.0,236.0,835.0,709.0,231.0,819.0,718.0,174.0
2023-07-14,4,7,774,208,576,160,799.0,673.0,206.0,780.0,686.0,236.0,835.0,709.0,231.0
2023-07-16,6,7,781,228,694,167,774.0,576.0,160.0,799.0,673.0,206.0,780.0,686.0,236.0
2023-07-17,0,7,781,241,687,193,781.0,694.0,167.0,774.0,576.0,160.0,799.0,673.0,206.0
2023-07-18,1,7,893,265,772,225,781.0,687.0,193.0,781.0,694.0,167.0,774.0,576.0,160.0
2023-07-20,3,7,722,208,605,155,893.0,772.0,225.0,781.0,687.0,193.0,781.0,694.0,167.0
2023-07-21,4,7,699,222,582,157,722.0,605.0,155.0,893.0,772.0,225.0,781.0,687.0,193.0
2023-07-23,6,7,821,259,665,174,699.0,582.0,157.0,722.0,605.0,155.0,893.0,772.0,225.0
2023-07-24,0,7,765,219,657,159,821.0,665.0,174.0,699.0,582.0,157.0,722.0,605.0,155.0
2023-07-25,1,7,861,264,705,218,765.0,657.0,159.0,821.0,665.0,174.0,699.0,582.0,157.0
2023-07-26,2,7,691,191,619,157,861.0,705.0,218.0,765.0,657.0,159.0,821.0,665.0,174.0
2023-07-27,3,7,841,261,705,209,691.0,619.0,157.0,861.0,705.0,218.0,765.0,657.0,159.0
2023-07-28,4,7,706,222,568,156,841.0,705.0,209.0,691.0,619.0,157.0,861.0,705.0,218.0
2023-07-30,6,7,729,228,638,170,706.0,568.0,156.0,841.0,705.0,209.0,691.0,619.0,157.0
2023-07-31,0,7,801,212,678,197,729.0,638.0,170.0,706.0,568.0,156.0,841.0,705.0,209.0
2023-08-01,1,8,761,233,733,190,801.0,678.0,197.0,729.0,638.0,170.0,706.0,568.0,156.0
2023-08-02,2,8,755,220,635,162,761.0,733.0,190.0,801.0,678.0,197.0,729.0,638.0,170.0
2023-08-03,3,8,804,203,694,160,755.0,635.0,162.0,761.0,733.0,190.0,801.0,678.0,197.0
2023-08-04,4,8,810,265,630,196,804.0,694.0,160.0,755.0,635.0,162.0,761.0,733.0,190.0
2023-08-06,6,8,817,259,737,176,810.0,630.0,196.0,804.0,694.0,160.0,755.0,635.0,162.0
2023-08-07,0,8,771,250,684,187,817.0,737.0,176.0,810.0,630.0,196.0,804.0,694.0,160.0
2023-08-08,1,8,743,245,608,214,771.0,684.0,187.0,817.0,737.0,176.0,810.0,630.0,196.0
2023-08-09,2,8,848,232,699,204,743.0,608.0,214.0,771.0,684.0,187.0,817.0,737.0,176.0
2023-08-10,3,8,716,201,632,184,848.0,699.0,204.0,743.0,608.0,214.0,771.0,684.0,187.0
2023-08-11,4,8,673,177,577,127,716.0,632.0,184.0,848.0,699.0,204.0,743.0,608.0,214.0
2023-08-13,6,8,855,257,787,162,673.0,577.0,127.0,716.0,632.0,184.0,848.0,699.0,204.0
2023-08-14,0,8,701,202,596,153,855.0,787.0,162.0,673.0,577.0,127.0,716.0,632.0,184.0
2023-08-15,1,8,794,209,705,166,701.0,596.0,153.0,855.0,787.0,162.0,673.0,577.0,127.0
2023-08-16,2,8,699,223,550,205,794.0,705.0,166.0,701.0,596.0,153.0,855.0,787.0,162.0
2023-08-17,3,8,729,232,636,202,699.0,550.0,205.0,794.0,705.0,166.0,701.0,596.0,153.0
2023-08-18,4,8,753,223,628,159,729.0,636.0,202.0,699.0,550.0,205.0,794.0,705.0,166.0
2023-08-20,6,8,857,256,821,183,753.0,628.0,159.0,729.0,636.0,202.0,699.0,550.0,205.0
2023-08-21,0,8,793,257,706,212,857.0,821.0,183.0,753.0,628.0,159.0,729.0,636.0,202.0
2023-08-22,1,8,836,258,757,221,793.0,706.0,212.0,857.0,821.0,183.0,753.0,628.0,159.0
2023-08-23,2,8,709,221,602,179,836.0,757.0,221.0,793.0,706.0,212.0,857.0,821.0,183.0
2023-08-24,3,8,736,231,640,190,709.0,602.0,179.0,836.0,757.0,221.0,793.0,706.0,212.0
2023-08-25,4,8,754,239,627,163,736.0,640.0,190.0,709.0,602.0,179.0,836.0,757.0,221.0
2023-08-27,6,8,830,258,729,175,754.0,627.0,163.0,736.0,640.0,190.0,709.0,602.0,179.0
2023-08-28,0,8,790,224,776,196,830.0,729.0,175.0,754.0,627.0,163.0,736.0,640.0,190.0
2023-08-29,1,8,785,238,714,203,790.0,776.0,196.0,830.0,729.0,175.0,754.0,627.0,163.0
2023-08-30,2,8,824,252,722,224,785.0,714.0,203.0,790.0,776.0,196.0,830.0,729.0,175.0
2023-08-31,3,8,837,258,667,195,824.0,722.0,224.0,785.0,714.0,203.0,790.0,776.0,196.0
2023-09-01,4,9,723,221,566,175,837.0,667.0,195.0,824.0,722.0,224.0,785.0,714.0,203.0
2023-09-03,6,9,876,267,782,170,723.0,566.0,175.0,837.0,667.0,195.0,824.0,722.0,224.0
2023-09-04,0,9,733,205,600,144,876.0,782.0,170.0,723.0,566.0,175.0,837.0,667.0,195.0
2023-09-05,1,9,798,222,637,202,733.0,600.0,144.0,876.0,782.0,170.0,723.0,566.0,175.0
2023-09-06,2,9,737,239,603,202,798.0,637.0,202.0,733.0,600.0,144.0,876.0,782.0,170.0
2023-09-07,3,9,731,208,613,166,737.0,603.0,202.0,798.0,637.0,202.0,733.0,600.0,144.0
2023-09-08,4,9,829,237,707,156,731.0,613.0,166.0,737.0,603.0,202.0,798.0,637.0,202.0
2023-09-10,6,9,814,255,690,154,829.0,707.0,156.0,731.0,613.0,166.0,737.0,603.0,202.0
2023-09-11,0,9,782,253,669,186,814.0,690.0,154.0,829.0,707.0,156.0,731.0,613.0,166.0
2023-09-12,1,9,678,216,593,192,782.0,669.0,186.0,814.0,690.0,154.0,829.0,707.0,156.0
2023-09-13,2,9,767,215,653,192,678.0,593.0,192.0,782.0,669.0,186.0,814.0,690.0,154.0
2023-09-14,3,9,715,196,614,172,767.0,653.0,192.0,678.0,593.0,192.0,782.0,669.0,186.0
2023-09-15,4,9,742,207,576,173,715.0,614.0,172.0,767.0,653.0,192.0,678.0,593.0,192.0
2023-09-17,6,9,867,280,835,189,742.0,576.0,173.0,715.0,614.0,172.0,767.0,653.0,192.0
2023-09-18,0,9,796,243,686,179,867.0,835.0,189.0,742.0,576.0,173.0,715.0,614.0,172.0
2023-09-19,1,9,760,226,711,194,796.0,686.0,179.0,867.0,835.0,189.0,742.0,576.0,173.0
2023-09-20,2,9,697,210,682,195,760.0,711.0,194.0,796.0,686.0,179.0,867.0,835.0,189.0
2023-09-21,3,9,697,195,569,164,697.0,682.0,195.0,760.0,711.0,194.0,796.0,686.0,179.0
2023-09-22,4,9,700,198,579,142,697.0,569.0,164.0,697.0,682.0,195.0,760.0,711.0,194.0
2023-09-24,6,9,848,276,691,203,700.0,579.0,142.0,697.0,569.0,164.0,697.0,682.0,195.0
2023-09-25,0,9,751,220,661,191,848.0,691.0,203.0,700.0,579.0,142.0,697.0,569.0,164.0
2023-09-26,1,9,829,250,681,222,751.0,661.0,191.0,848.0,691.0,203.0,700.0,579.0,142.0
2023-09-28,3,9,669,199,569,174,829.0,681.0,222.0,751.0,661.0,191.0,848.0,691.0,203.0
2023-09-29,4,9,746,217,596,157,669.0,569.0,174.0,829.0,681.0,222.0,751.0,661.0,191.0
2023-10-01,6,10,743,222,686,148,746.0,596.0,157.0,669.0,569.0,174.0,829.0,681.0,222.0
2023-10-02,0,10,716,229,626,159,743.0,686.0,148.0,746.0,596.0,157.0,669.0,569.0,174.0
2023-10-03,1,10,736,236,621,200,716.0,626.0,159.0,743.0,686.0,148.0,746.0,596.0,157.0
2023-10-04,2,10,747,222,656,206,736.0,621.0,200.0,716.0,626.0,159.0,743.0,686.0,148.0
2023-10-05,3,10,754,235,582,194,747.0,656.0,206.0,736.0,621.0,200.0,716.0,626.0,159.0
2023-10-06,4,10,645,187,531,138,754.0,582.0,194.0,747.0,656.0,206.0,736.0,621.0,200.0
2023-10-08,6,10,846,246,765,163,645.0,531.0,138.0,754.0,582.0,194.0,747.0,656.0,206.0
2023-10-09,0,10,644,208,587,153,846.0,765.0,163.0,645.0,531.0,138.0,754.0,582.0,194.0
2023-10-10,1,10,806,254,678,222,644.0,587.0,153.0,846.0,765.0,163.0,645.0,531.0,138.0
2023-10-11,2,10,796,217,709,174,806.0,678.0,222.0,644.0,587.0,153.0,846.0,765.0,163.0
2023-10-12,3,10,668,202,541,164,796.0,709.0,174.0,806.0,678.0,222.0,644.0,587.0,153.0
2023-10-13,4,10,703,188,560,131,668.0,541.0,164.0,796.0,709.0,174.0,806.0,678.0,222.0
2023-10-15,6,10,786,236,719,148,703.0,560.0,131.0,668.0,541.0,164.0,796.0,709.0,174.0
2023-10-16,0,10,795,251,713,191,786.0,719.0,148.0,703.0,560.0,131.0,668.0,541.0,164.0
2023-10-17,1,10,739,224,634,173,795.0,713.0,191.0,786.0,719.0,148.0,703.0,560.0,131.0
2023-10-18,2,10,776,231,673,185,739.0,634.0,173.0,795.0,713.0,191.0,786.0,719.0,148.0
2023-10-19,3,10,646,170,554,134,776.0,673.0,185.0,739.0,634.0,173.0,795.0,713.0,191.0
2023-10-20,4,10,686,198,585,157,646.0,554.0,134.0,776.0,673.0,185.0,739.0,634.0,173.0
2023-10-22,6,10,896,290,751,208,686.0,585.0,157.0,646.0,554.0,134.0,776.0,673.0,185.0
2023-10-23,0,10,809,237,669,177,896.0,751.0,208.0,686.0,585.0,157.0,646.0,554.0,134.0
